"assay_row_id","source_branch","source_file","source_sheet","source_sheet_row","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","measurement_id_normalised_d15n","measurement_id_normalised_d13c","raw_normalised_d15n","raw_normalised_d13c","adjudicated_normalised_d15n","adjudicated_normalised_d13c","assay_qc_action_normalised_d15n","assay_qc_action_normalised_d13c","assay_qc_reason_normalised_d15n","assay_qc_reason_normalised_d13c","assay_qc_evidence_source_normalised_d15n","assay_qc_evidence_source_normalised_d13c","assay_qc_decision_id_normalised_d15n","assay_qc_decision_id_normalised_d13c","assay_qc_explicit_normalised_d15n","assay_qc_explicit_normalised_d13c","assay_qc_value_changed_normalised_d15n","assay_qc_value_changed_normalised_d13c","assay_qc_value_excluded_normalised_d15n","assay_qc_value_excluded_normalised_d13c","assay_qc_manual_review_pending_normalised_d15n","assay_qc_manual_review_pending_normalised_d13c","assay_qc_manual_review_reason_normalised_d15n","assay_qc_manual_review_reason_normalised_d13c","assay_qc_manual_review_notes_normalised_d15n","assay_qc_manual_review_notes_normalised_d13c"
"live_assay_0140","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",151,"CP19923_2024-10-17_breast feather","CP19923_2024-10-17_breast feather","CP19923","breast","Breast",FALSE,0.207,3.48445336755024,"M","266417","266417","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.433515,-46.606197,TRUE,"live_pheno_088|live_pheno_110",2,"CP19923_2024-10-17","live_measurement_0279","live_measurement_0280",7.4476731567188,-24.2471613285884,7.4476731567188,-24.2471613285884,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0141","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",152,"CP19923_2024-10-17_primary feather","CP19923_2024-10-17_primary feather","CP19923","primary","Primary",FALSE,0.192,3.45122191232433,"M","266417","266417","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.433515,-46.606197,TRUE,"live_pheno_088|live_pheno_110",2,"CP19923_2024-10-17","live_measurement_0281","live_measurement_0282",7.99842071534426,-22.9138281527006,7.99842071534426,-22.9138281527006,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0142","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",153,"CP19931_2024-12-05_breast feather","CP19931_2024-12-05_breast feather","CP19931","breast","Breast",FALSE,0.205,3.43788412551935,"M",,,"NI migrant","migrant","Resighting at Manukapua Island, North Island on March 29",176.919071981683,-39.5101300254464,TRUE,"live_pheno_041|live_pheno_048",2,"CP19931_2024-12-05","live_measurement_0283","live_measurement_0284",14.4329986737513,-13.1476905276339,14.4329986737513,-13.1476905276339,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0143","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",154,"CP19931_2024-12-05_primary feather","CP19931_2024-12-05_primary feather","CP19931","primary","Primary",FALSE,0.232,3.47401006292833,"M",,,"NI migrant","migrant","Resighting at Manukapua Island, North Island on March 29",176.919071981683,-39.5101300254464,TRUE,"live_pheno_041|live_pheno_048",2,"CP19931_2024-12-05","live_measurement_0285","live_measurement_0286",10.077335282573,-22.6179192766812,10.077335282573,-22.6179192766812,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0144","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",155,"CP19938_2025-01-09_breast feather","CP19938_2025-01-09_breast feather","CP19938","breast","Breast",FALSE,0.271,3.35057107766402,"M",,,"unknown","unknown",,169.187014997005,-44.8751709982753,FALSE,"live_pheno_126|live_pheno_144",2,"CP19938_2025-01-09","live_measurement_0287","live_measurement_0288",10.0387460102139,-16.0873451957295,10.0387460102139,-16.0873451957295,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0145","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",156,"CP19939_2025-01-09_breast feather","CP19939_2025-01-09_breast feather","CP19939","breast","Breast",FALSE,0.273,3.387116196135,"F",,,"unknown","unknown",,169.187014997005,-44.8751709982753,FALSE,"live_pheno_127|live_pheno_145",2,"CP19939_2025-01-09","live_measurement_0289","live_measurement_0290",8.85149045461899,-13.6410050695591,8.85149045461899,-13.6410050695591,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0146","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",157,"CP19939_2025-01-09_primary feather","CP19939_2025-01-09_primary feather","CP19939","primary","Primary",FALSE,0.25,3.40762020154043,"F",,,"unknown","unknown",,169.187014997005,-44.8751709982753,FALSE,"live_pheno_127|live_pheno_145",2,"CP19939_2025-01-09","live_measurement_0291","live_measurement_0292",6.38140440472391,-22.6679074733096,6.38140440472391,-22.6679074733096,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0147","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",158,"CP19940_2025-01-09_breast feather","CP19940_2025-01-09_breast feather","CP19940","breast","Breast",FALSE,0.263,3.31966718299926,"F",,,"unknown","unknown",,169.180542994291,-44.8818409815431,FALSE,"live_pheno_128|live_pheno_146",2,"CP19940_2025-01-09","live_measurement_0293","live_measurement_0294",11.0042313733976,-23.8758826530357,11.0042313733976,-23.8758826530357,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0148","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",159,"CP19940_2025-01-09_primary feather","CP19940_2025-01-09_primary feather","CP19940","primary","Primary",FALSE,0.292,3.2854948848685,"F",,,"unknown","unknown",,169.180542994291,-44.8818409815431,FALSE,"live_pheno_128|live_pheno_146",2,"CP19940_2025-01-09","live_measurement_0295","live_measurement_0296",6.74584200568185,-22.561504843906,6.74584200568185,-22.561504843906,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0149","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",160,"CP19941_2025-01-09_breast feather","CP19941_2025-01-09_breast feather","CP19941","breast","Breast",FALSE,0.275,3.38425053020226,"M",,,"unknown","unknown",,169.180542994291,-44.8818409815431,FALSE,"live_pheno_129|live_pheno_147",2,"CP19941_2025-01-09","live_measurement_0297","live_measurement_0298",11.5910886370008,-22.2553551589647,11.5910886370008,-22.2553551589647,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0150","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",161,"CP19941_2025-01-09_primary feather","CP19941_2025-01-09_primary feather","CP19941","primary","Primary",FALSE,0.215,3.46568767631065,"M",,,"unknown","unknown",,169.180542994291,-44.8818409815431,FALSE,"live_pheno_129|live_pheno_147",2,"CP19941_2025-01-09","live_measurement_0299","live_measurement_0300",7.21022801655891,-22.8625690922693,7.21022801655891,-22.8625690922693,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0151","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",162,"CP19983_2024-10-14_breast feather","CP19983_2024-10-14_breast feather","CP19983","breast","Breast",FALSE,0.355,3.40002722133965,"F",,,"resident","resident","Resighting at Upukeroa River on Feb 26 (potential resident)",167.744617,-45.414383,TRUE,"live_pheno_089|live_pheno_111",2,"CP19983_2024-10-14","live_measurement_0301","live_measurement_0302",12.5227059718829,-19.0124766576055,12.5227059718829,-19.0124766576055,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0152","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",163,"CP19983_2024-10-14_pimary feather","CP19983_2024-10-14_pimary feather","CP19983","pimary","Primary",FALSE,0.209,3.46013659586787,"F",,,"resident","resident","Resighting at Upukeroa River on Feb 26 (potential resident)",167.744617,-45.414383,TRUE,"live_pheno_089|live_pheno_111",2,"CP19983_2024-10-14","live_measurement_0303","live_measurement_0304",8.73732406776946,-24.6408048694008,8.73732406776946,-24.6408048694008,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0153","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",164,"CP19984_2024-10-14_breast feather","CP19984_2024-10-14_breast feather","CP19984","breast","Breast",FALSE,0.213,3.4439054307907,"M",,,"unknown","unknown",,167.745905,-45.414044,FALSE,"live_pheno_130|live_pheno_148",2,"CP19984_2024-10-14","live_measurement_0305","live_measurement_0306",7.64021506366729,-24.660872320748,7.64021506366729,-24.660872320748,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0154","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",165,"CP19984_2024-10-14_primary feather","CP19984_2024-10-14_primary feather","CP19984","primary","Primary",FALSE,0.21,3.54321626881052,"M",,,"unknown","unknown",,167.745905,-45.414044,FALSE,"live_pheno_130|live_pheno_148",2,"CP19984_2024-10-14","live_measurement_0307","live_measurement_0308",8.11924139864621,-23.70763148564,8.11924139864621,-23.70763148564,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0155","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",166,"CP9059_2024-10-08_breast feather","CP9059_2024-10-08_breast feather","CP9059","breast","Breast",FALSE,0.236,3.43989854944903,"M",,,"resident","resident","Ailsa observation April 26",173.662786,-42.413422,TRUE,"live_pheno_090|live_pheno_112",2,"CP9059_2024-10-08","live_measurement_0309","live_measurement_0310",12.5936658463559,-18.0455411184568,12.5936658463559,-18.0455411184568,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0156","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",167,"CP9059_2024-10-08_primary feather","CP9059_2024-10-08_primary feather","CP9059","primary","Primary",FALSE,0.269,3.46208283526748,"M",,,"resident","resident","Ailsa observation April 26",173.662786,-42.413422,TRUE,"live_pheno_090|live_pheno_112",2,"CP9059_2024-10-08","live_measurement_0311","live_measurement_0312",14.8629857208597,-14.5257161476591,14.8629857208597,-14.5257161476591,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0157","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",168,"CP19365_2024-10-10_breast feather","CP19365_2024-10-10_breast feather","CP19365","breast","Breast",FALSE,0.239,3.35339637335356,"F","266434","266434","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley to stage at Loganburn Reservoir (Central Otago) from mid-Jan to mid-April before migrating to inland South Australia (near Lake Hawdon)",170.143352,-43.73679,TRUE,"live_pheno_015|live_pheno_032",2,"CP19365_2024-10-10","live_measurement_0313","live_measurement_0314",11.322927655372,-23.3101243339637,11.322927655372,-23.3101243339637,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
"live_assay_0158","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",169,"CP19365_2024-10-10_primary feather","CP19365_2024-10-10_primary feather","CP19365","primary","Primary",FALSE,0.191,3.5212597998533,"F","266434","266434","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley to stage at Loganburn Reservoir (Central Otago) from mid-Jan to mid-April before migrating to inland South Australia (near Lake Hawdon)",170.143352,-43.73679,TRUE,"live_pheno_015|live_pheno_032",2,"CP19365_2024-10-10","live_measurement_0315","live_measurement_0316",3.98038410702127,-22.7946566599693,3.98038410702127,-22.7946566599693,"keep","keep",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
